CustomerID,CustomerName,DOB,Gender,Address,PhoneNumber,Email,CreditScore,AccountCreatedDate
178,Shawn Williams,1990-01-07,Male,"516 Shannon Alley Apt. 183, Jonesside, OH 92571",408-333-1309x180,williamjones@vargas.com,606,2022-07-07
179,Hannah Richardson,1966-02-25,Female,"409 Johnny Lodge Apt. 497, Lake Travis, CT 03032",(374)841-1688x6848,brownbrian@gmail.com,535,2022-01-23
180,Kimberly Lutz,2003-08-02,Female,"990 Huang Ports Apt. 285, Jamesberg, MA 14420",+1-926-722-8073x8560,pmassey@singh.com,684,2021-03-04
181,Shirley Wright,1964-12-12,Male,"3678 Max Locks Suite 256, Hayestown, AL 63101",001-220-806-2636x2887,sharonbrock@barber.com,677,2022-06-05
182,Patricia Pierce,1972-11-05,Female,"2581 Michelle Mountains, West Jessica, MS 83601",551.408.7714x20776,kimberlymathis@vaughn.com,603,2016-10-30
183,Mark Park,1994-07-06,Male,"5948 Pruitt Tunnel Apt. 102, Port Lonnieberg, SD 55158",394.633.4580,pfisher@rogers.com,442,2016-04-09
184,Tony Travis,2005-02-02,Male,"PSC 6914, Box 2501, APO AP 37432",506-653-8845x416,gregorylopez@ayers.com,343,2020-06-24
185,Pamela Brown,1983-07-30,Male,"9041 Flores Locks Apt. 945, Sullivanshire, CA 87284",(397)824-9184x9023,duanehodges@gmail.com,300,2023-03-31
186,Joseph Moore,1997-12-10,Female,"7188 Angela Shores, Brandonport, NJ 07374",001-374-121-2531x959,vanessaschmitt@brooks.com,744,2017-09-09
187,Mr. Mark Rodriguez,1983-03-02,Male,"380 Harris Mill Suite 080, New Josehaven, DC 55755",(873)775-0585,amandabrown@hotmail.com,849,2018-04-05
188,Alyssa Smith,1960-09-04,Male,"232 Thomas Fields, Heatherberg, IA 67473",(122)697-0154x657,roberthahn@leonard.com,774,2018-04-03
189,Miguel Hernandez,1965-12-10,Female,"082 Mckay Stravenue Apt. 227, Mooreton, TX 39516",713.374.4397x558,michaelpeck@yahoo.com,652,2023-10-12
190,Alexander Walters,1970-03-27,Female,"6414 John Mews, Tonifort, NY 49170",+1-039-137-7643x587,theresasmith@hotmail.com,799,2016-01-11
191,Kylie Cole,1956-07-12,Female,"754 Kelli Centers Suite 165, Barberstad, MI 03429",+1-828-829-9387x9535,ifreeman@yahoo.com,656,2019-05-04
192,James Wilson,1962-01-09,Male,"6289 Hansen Isle, Lake Lisashire, GA 83953",330-961-7837x76910,kimjames@gmail.com,483,2017-11-08
193,Selena Suarez,2005-06-06,Male,"343 Hughes Mountain Apt. 082, Schwartzton, SC 79445",631.020.9403,ipowell@gmail.com,453,2023-07-20
194,Nicholas Hayes,1980-03-07,Female,"70754 Autumn Mountains Apt. 657, Christineview, AK 29904",562.279.5863x71985,matthew32@graham.com,495,2016-11-22
195,Anthony Alvarez,1979-01-19,Male,"88763 Estes Lodge Apt. 339, Port Rebeccafurt, KS 30388",(825)798-3860x259,tporter@gmail.com,633,2018-11-05
196,Cheyenne Thomas,2003-01-18,Male,"71858 Clark Camp, Skinnerside, MD 45284",079-000-8299x30644,klewis@yahoo.com,515,2024-05-29
197,Laura Crosby,1995-12-20,Female,"123 Sheryl Mill, Port Mark, NV 68647",382-727-1788,tsmith@barrett.com,397,2018-08-05
198,Ronnie Gentry,1988-10-02,Female,"17950 Valerie Meadow Apt. 287, Barnettside, HI 17593",+1-914-775-7720x74572,newmanmark@estrada.info,520,2017-11-10
199,Patrick Davis,1995-09-17,Female,"98351 William Plaza Suite 375, East Julie, WA 10551",(804)681-2838,mitchellrobert@hays.biz,469,2016-01-06
200,Melody Griffin,1968-02-10,Female,"PSC 3283, Box 4413, APO AP 40501",675-660-3289,jason86@hotmail.com,715,2024-02-15
